 ,1.1 Положение о Совете профилактики безнадзорности и правонарушений:,1.2 Положение о постановке обучающихся и семей на внутришкольный учет (ВШУ):,1.3 Положение о разработке и реализации плана индивидуальной профилактической работы,1.4 Положение о Служба школьной медиации (СШМ),1.5 Положение о психолого-педагогическом консилиуме,1.6 Положение о Штабе воспитательной работы (ШВР),1.7 Локальные акты утверждены руководителем ОО и размещены на официальном сайте образовательной организации в соответствии с установленными требованиями законодательства,1.8 Анализ воспитательного процесса включается в календарный план воспитательной работы,1.9 В рабочей программе воспитания профилактическая работа представлена инвариантным модулем «Профилактика и безопасность»,"1.10 В рабочей программе воспитания в разделе «Уклад образовательной организации» приведены дополнительные характеристики анализа контингента обучающихся, их семей, иные его особенности.",1.11 План профилактической работы является:,1.12 Наличие программ и проектов профилактической направленности по:,1.13 Организация деятельности классных руководителей:,1.14 Организация деятельности педагогов-психологов:,1.15 У социального педагога есть перспективный план работы на текущий учебный год:,Сумма 1,2.1 В образовательной организации проводится социально-психологическое тестирование (АИС СПТ):,2.2 В образовательной организации организована работа по прохождению обучающимися профилактического медицинского осмотра (ПМО):,2.3 В образовательной организации создана/работает Служба школьной медиации (СШМ):,Сумма 2,"3.1 Доля обучающиеся, состоящих на различных видах учета:",3.2 Организация индивидуальной профилактической работы,"3.3 Результаты реализации плана ИПР по каждому обучающемуся рассматриваются на Совете профилактики, обучающиеся с суицидальным поведением на ППк.",3.4 Постановка на ВШУ и снятие с учета:,"3.5 На каждого обучающегося, поставленного на ВШУ имеются наблюдательные (накопительные) дела.",3.6 Охват обучающихся программами дополнительного образования:,3.7 Организация летнего отдыха обучающихся:,Сумма 3,4.1 В образовательной организации проведены запланированные профилактические мероприятия с обучающимися.,4.2 Обучающиеся принимают участие в конкурсах социокультурной направленности:,4.3 Обучающиеся принимают участие в мероприятиях профилактической направленности:,"4.4 В образовательной организации проводится фестиваль/конкурс проектных работ, в котором есть направление, касающихся вопросов культуры здорового образа жизни.","4.5 Обучающиеся принимают участие в конкурсах проектных и исследовательских работ с темами, касающимися вопросов культуры здорового образа жизни:",4.6 В планы работы классных руководителей включены:,"4.7 Организация общественно полезной деятельности обучающихся, состоящих на различных видах учета:",4.8 В образовательной организации используются утвержденные нормативным документом психодиагностические методики (на основе региональных и/или федеральных рекомендаций).,Сумма 4,5.1 В образовательной организации проводятся не менее 4 совещаний при директоре по вопросам профилактики негативных проявлений и социальных рисков.,"5.2 В образовательной организации проводится не менее 2 педагогических советов, включающих вопросы профилактики негативных проявлений и социальных рисков.",5.3 В образовательной организации есть график прохождения курсов повышения квалификации педагогов по вопросам воспитания (в том числе по вопросам профилактики правонарушений и негативных явлений).,5.4 С целевыми группами педагогических работников в рамках методической работы проводится не менее 4 обучающих семинары по вопросам профилактики негативных проявлений и социальных рисков.,"5.5 Заместитель директора и осуществляет контроль за организацией профилактической работы в отдельных классах, по отдельным темам, профилактическим неделям.","5.6 В школе ведется системная работа с классными руководителями, в том числе по вопросу организации профилактической работы, проводятся:",5.7 Информационная открытость:,"5.8 Проведение при участии родителей не менее 4 рейдов в места массового скопления молодежи на территории, закрепленной за школой.","5.9 Проведение не менее 4 профилактических мероприятий, проведенных в ОО в межведомственном формате (в течение учебного года)",Сумма 5,Наличие в отчетный период суицидальных попыток среди обучающихся,Наличие в отчетный период среди обучающихся зафиксированных случаев правонарушений,"Наличие выявленных случаев вхождения обучающихся в экстремистские (и иные запрещенные) сообщества, в том числе в социальных сетях, в отчетный период",Общая сумма
208,10,5,3,5,9,5,1,1,8,1,2,4,2,11,6,73,6,0,5,11,2,0,1,2,1,1,0,7,1,2,2,0,1,2,0,1,9,1,1,1,1,1,2,5,0,1,13,,,,113
209,13,5,5,5,9,5,1,0,3,0,0,4,1,8,5,64,6,4,6,16,2,8,0,2,1,1,0,14,1,0,2,0,2,2,0,0,7,1,1,1,0,0,2,6,0,1,12,,,,113
210,13,5,5,5,9,6,1,0,5,0,0,0,1,11,7,68,6,1,7,14,1,9,1,3,1,0,0,15,0,0,1,1,0,2,0,0,4,1,1,0,0,1,2,6,0,1,12,,,,113
211,12,5,5,5,9,5,1,1,8,1,2,3,1,9,7,74,6,5,7,18,1,0,1,3,1,0,0,6,0,0,0,0,0,2,0,1,3,1,1,1,0,1,1,6,1,0,12,,,,113
212,13,5,5,5,9,5,1,1,6,0,2,3,1,10,7,73,6,4,0,10,2,0,0,2,1,2,0,7,1,0,2,0,0,2,1,1,7,1,1,0,1,1,2,6,0,1,13,,,,110
213,11,5,0,5,9,6,1,1,6,1,2,3,1,9,6,66,0,0,6,6,2,9,1,3,1,1,0,17,1,2,2,0,0,2,1,1,9,1,0,0,1,1,2,6,0,1,12,,,,110
214,13,5,0,5,0,6,1,1,8,1,1,4,0,11,7,63,6,0,5,11,1,9,1,2,1,0,0,14,0,2,1,1,0,2,1,0,7,0,1,1,1,1,2,6,1,0,13,,,,108
215,13,5,5,5,9,5,1,1,5,1,2,4,1,7,7,71,0,0,4,4,2,9,1,2,1,1,0,16,1,2,2,1,2,2,0,1,11,1,1,0,0,1,2,0,0,1,6,,,,108
216,11,5,5,5,9,5,1,1,7,1,2,4,1,11,7,75,0,5,6,11,2,0,1,2,1,0,0,6,1,0,2,1,0,2,0,1,7,1,1,0,1,1,2,0,1,1,8,,,,107
217,12,5,0,5,9,6,1,1,7,0,2,4,1,10,6,69,6,5,0,11,2,0,1,2,1,2,0,8,1,2,2,1,0,2,0,1,9,1,0,0,0,1,2,6,0,0,10,,,,107
218,12,5,5,5,9,6,1,1,8,1,2,4,1,11,7,78,0,0,4,4,2,0,0,2,1,0,0,5,1,2,0,1,0,2,0,1,7,1,1,0,0,1,2,6,0,1,12,,,,106
219,12,0,0,5,9,6,1,1,8,0,2,4,1,11,6,66,6,5,0,11,0,8,1,2,1,0,0,12,1,0,0,1,0,2,0,1,5,0,1,1,1,1,2,6,0,0,12,,,,106
220,13,5,5,5,8,5,1,1,6,1,2,4,1,10,7,74,6,0,6,12,2,0,1,2,1,2,0,8,1,0,2,1,0,2,0,0,6,1,1,0,0,0,2,0,0,1,5,,,,105
221,12,5,5,5,9,5,1,1,0,1,2,4,2,9,7,68,0,5,4,9,2,0,0,3,1,2,0,8,0,0,0,1,2,2,2,0,7,1,0,1,0,1,2,6,0,1,12,,,,104
222,13,5,5,5,9,6,1,1,8,1,1,4,1,11,7,78,0,1,6,7,1,0,1,2,1,0,0,5,1,2,2,0,0,2,0,1,8,1,1,0,0,1,2,0,0,1,6,,,,104
223,13,5,0,5,9,6,0,1,8,1,2,4,1,9,7,71,0,0,6,6,2,0,0,3,1,2,0,8,1,2,2,1,2,2,2,0,12,1,1,1,0,1,2,0,0,0,6,,,,103
224,13,5,0,5,9,6,1,1,8,1,1,2,2,11,7,72,0,0,4,4,2,9,1,2,1,0,0,15,1,0,0,1,1,2,1,1,7,0,1,0,0,1,2,0,0,1,5,,,,103
225,13,5,0,5,0,6,1,1,8,1,2,4,1,11,7,65,6,5,4,15,2,0,1,3,0,0,0,6,1,0,0,1,0,2,0,1,5,1,1,0,1,1,2,6,0,0,12,,,,103
226,13,5,5,5,9,6,1,1,8,1,2,4,1,9,5,75,6,0,0,6,0,0,0,3,0,0,0,3,1,0,0,1,0,2,1,1,6,1,1,0,1,1,2,6,0,1,13,,,,103
227,11,0,5,5,9,6,1,1,6,1,2,4,2,11,6,70,6,0,0,6,1,0,1,2,1,0,0,5,1,0,2,1,0,2,0,1,7,1,1,1,1,1,2,6,0,1,14,,,,102
228,13,5,5,5,9,6,1,1,6,1,2,0,2,0,7,63,6,5,5,16,2,9,0,2,0,2,0,15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,7,,,,102
229,0,5,0,5,9,4,1,1,7,0,2,4,1,10,7,56,6,5,4,15,2,9,1,3,0,0,0,15,1,0,0,0,0,2,0,0,3,1,1,0,0,0,2,6,0,0,10,,,,99
230,13,5,5,5,0,6,1,1,5,1,2,4,1,10,7,66,0,0,0,0,1,0,1,3,1,2,0,8,1,2,2,1,2,2,1,1,12,1,1,0,1,1,2,6,0,1,13,,,,99
231,11,5,0,5,9,5,1,0,8,1,1,4,0,10,7,67,6,0,3,9,2,0,0,2,1,1,0,6,1,0,0,1,0,0,1,0,3,0,1,0,0,0,1,5,0,1,8,,,,93
232,13,5,5,5,0,4,1,1,6,1,2,4,1,9,7,64,6,0,4,10,2,0,1,2,1,0,0,6,1,0,0,0,0,2,1,1,5,1,1,0,1,1,2,0,0,1,7,,,,92
233,0,5,5,5,0,6,1,1,6,0,2,3,1,11,6,52,6,5,5,16,2,0,0,2,1,2,0,7,1,0,2,1,0,2,0,1,7,1,0,0,0,1,2,4,0,1,9,,,,91
234,13,5,5,5,9,4,1,1,3,0,1,1,2,6,6,62,6,0,5,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,0,0,1,0,1,2,6,0,1,11,,,,88
235,11,5,0,5,9,5,1,1,4,0,2,0,2,10,7,62,0,0,5,5,2,0,1,2,1,0,0,6,1,2,2,1,0,2,0,1,9,0,0,0,1,1,2,0,0,1,5,,,,87
236,13,5,0,5,9,6,1,1,6,1,2,3,1,11,0,64,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,5,0,0,0,0,1,2,6,0,0,9,,,,83
237,12,5,0,5,0,6,1,1,5,1,2,0,0,11,7,56,6,0,0,6,1,0,1,2,0,1,0,5,1,1,2,0,0,2,0,1,7,0,1,1,0,1,2,0,0,1,6,,,,80
238,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,5,16,2,9,1,2,1,2,0,17,1,0,2,1,0,2,0,1,7,1,1,1,1,1,2,6,0,1,14,,,,133
239,13,5,5,5,9,5,1,1,8,1,2,3,1,10,7,76,6,5,6,17,2,9,1,2,1,1,0,16,1,2,2,0,0,2,2,1,10,1,1,0,1,1,2,6,0,1,13,,,,132
240,13,5,5,5,9,6,1,1,8,1,2,3,2,10,7,78,6,5,7,18,2,0,1,2,1,2,0,8,1,2,2,1,2,2,1,1,12,1,1,1,1,0,2,6,0,1,13,,,,129
241,13,4,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,7,18,2,9,1,2,1,1,0,16,1,2,2,0,0,2,2,1,10,1,1,1,1,1,2,6,1,1,15,,,,138
242,11,5,5,5,9,4,1,1,5,0,2,3,1,9,7,68,6,3,5,14,2,8,1,2,1,2,5,21,1,0,2,1,0,2,0,0,6,1,1,0,0,1,1,5,0,1,10,,,,119
243,13,5,5,4,7,4,1,0,6,0,0,4,2,11,5,67,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,,,82
244,13,5,5,5,9,6,1,1,8,1,2,0,2,9,7,74,0,0,6,6,2,0,1,2,1,2,5,13,0,2,2,0,0,2,2,0,8,0,1,0,0,1,2,6,0,1,11,,,,112
245,13,5,5,5,0,6,1,1,8,1,2,4,2,10,7,70,6,0,5,11,2,8,1,3,1,0,0,15,1,2,2,1,0,2,0,0,8,1,1,0,1,1,1,6,0,1,12,,,,116
246,12,5,0,5,9,6,1,1,5,1,2,4,1,11,7,70,6,0,4,10,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0,1,0,0,2,6,0,0,9,,,,93
247,12,5,5,4,7,4,1,0,0,1,2,4,1,9,3,58,6,0,3,9,1,9,1,3,1,2,0,17,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,1,1,5,,,,91
248,11,5,5,4,7,3,1,1,0,1,2,4,1,6,4,55,6,0,4,10,1,0,0,0,0,0,0,1,1,2,2,0,0,2,0,1,8,0,0,1,0,0,0,6,1,0,8,,,,82
249,13,5,0,5,9,6,1,1,5,1,2,1,2,11,5,67,6,0,4,10,2,0,0,2,0,2,0,6,1,2,2,0,0,2,0,1,8,0,1,0,1,1,0,0,0,0,3,,,,94
250,10,3,4,4,8,3,1,1,0,0,2,4,1,8,6,55,6,4,4,14,1,0,0,2,0,2,5,10,1,2,2,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,3,,,,87
251,13,5,1,5,9,6,1,1,4,0,1,0,2,8,5,61,6,1,3,10,0,6,0,2,0,2,5,15,1,2,2,0,2,2,0,0,9,1,1,1,0,0,1,6,0,0,10,,,,105
252,12,5,5,5,9,6,1,0,8,0,2,0,1,8,0,62,6,1,3,10,2,5,0,0,0,2,6,15,0,2,2,0,0,2,0,0,6,0,1,1,0,1,1,5,0,1,10,,,,103
253,12,0,5,5,9,6,1,1,5,1,2,2,0,11,7,67,6,5,5,16,1,0,1,0,0,2,0,4,1,2,2,0,2,2,0,1,10,0,1,0,0,0,2,6,0,0,9,,,,106
254,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,6,17,2,9,1,3,1,2,0,18,1,2,2,1,0,2,1,1,10,1,1,1,0,1,2,5,0,0,11,,,,136
255,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,6,0,1,14,,,,148
256,13,5,5,5,9,6,1,1,7,1,2,4,2,10,7,78,6,5,7,18,2,9,1,2,1,2,5,22,1,2,2,1,2,2,0,1,11,1,1,0,1,1,2,6,0,1,13,,,,142
257,13,5,5,5,0,6,1,1,8,1,2,4,2,11,7,71,6,5,7,18,2,9,1,2,1,2,6,23,1,2,2,0,2,2,2,1,12,1,1,1,1,1,2,6,0,1,14,,,,138
258,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,148
259,12,5,5,5,9,0,1,0,3,0,1,4,2,8,7,62,5,0,5,10,2,0,1,2,1,2,0,8,1,2,2,0,0,1,0,0,6,0,1,0,0,1,2,6,0,1,11,,,,97
260,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,9,1,2,1,2,6,23,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,146
261,0,0,0,5,9,0,1,1,7,1,2,4,1,9,7,47,6,5,5,16,2,7,0,2,1,0,0,12,1,0,2,1,0,2,1,1,8,1,1,0,1,1,2,6,0,1,13,,,,96
262,13,0,0,5,9,6,1,1,8,1,2,4,1,11,6,68,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,5,1,1,1,1,1,2,6,0,0,13,,,,91
263,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,0,18,1,2,2,1,2,2,0,1,11,1,1,1,1,1,2,0,0,1,8,,,,135
264,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,0,18,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,143
265,13,5,0,5,9,5,1,1,7,1,2,4,2,10,7,72,6,5,5,16,2,9,1,2,1,2,0,17,1,2,2,0,0,2,1,1,9,1,1,1,0,1,2,6,0,1,13,,,,127
266,13,5,5,5,0,6,1,1,8,1,2,4,2,11,7,71,6,5,7,18,1,0,1,3,1,2,0,8,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,124
267,13,5,5,5,8,6,1,1,8,1,2,3,2,9,7,76,6,5,5,16,2,9,1,2,1,2,0,17,1,2,2,1,2,2,2,0,12,1,1,1,0,1,2,6,0,1,13,,,,134
268,12,5,5,5,8,5,1,1,8,1,2,4,2,11,7,77,0,5,6,11,2,9,1,3,1,2,0,18,1,2,2,1,2,2,1,1,12,1,0,1,0,1,2,0,0,0,5,,,,123
269,12,5,5,5,9,6,0,1,7,1,2,4,1,11,7,76,0,0,5,5,1,0,0,2,1,2,0,6,1,2,2,1,2,2,2,1,13,1,1,0,0,1,2,5,0,0,10,,,,110
270,13,5,5,5,9,6,1,1,6,1,1,4,1,11,7,76,6,0,6,12,2,7,1,3,1,2,0,16,1,2,2,1,2,2,1,0,11,0,1,0,0,0,1,6,0,1,9,,,,124
271,11,5,5,5,9,6,1,0,8,1,1,4,0,10,7,73,6,5,5,16,1,9,1,2,1,2,3,19,1,1,1,0,1,0,0,1,5,0,1,1,0,1,1,4,0,0,8,,,,121
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
273,13,5,5,5,9,5,1,1,7,1,2,4,2,10,7,77,6,5,4,15,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,4,1,1,1,1,1,2,6,0,1,14,,,,111
274,13,5,5,5,9,6,1,1,7,1,2,2,1,11,6,75,6,4,5,15,2,0,1,2,1,2,0,8,1,2,2,0,2,2,2,1,12,0,0,0,1,1,0,6,0,1,9,,,,119
275,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,6,17,2,9,1,3,1,2,0,18,1,2,2,0,1,2,1,1,10,1,1,1,1,1,2,6,0,1,14,,,,138
276,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,147
277,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,7,13,1,0,1,2,0,1,0,5,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,126
278,13,5,5,5,9,6,1,1,6,1,2,4,2,11,7,78,6,0,7,13,2,9,0,2,1,2,5,21,1,2,2,1,2,2,0,1,11,1,1,1,1,1,2,5,0,1,13,,,,136
279,13,5,5,5,9,6,1,1,7,1,1,4,2,9,7,76,6,5,5,16,2,0,1,2,1,2,0,8,1,2,2,0,2,2,2,1,12,1,1,1,1,1,2,6,1,1,15,,,,127
280,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
281,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,6,17,2,9,1,3,1,0,0,16,1,0,0,0,0,2,0,1,4,1,1,0,0,1,2,6,1,1,13,,,,129
282,13,5,5,5,9,6,1,1,8,1,2,4,2,10,6,78,6,5,6,17,2,9,1,2,1,2,5,22,1,2,2,1,0,2,1,1,10,1,1,1,0,1,2,6,0,0,12,,,,139
283,13,5,5,5,9,6,1,1,6,1,2,4,2,11,7,78,6,5,4,15,2,9,1,2,1,2,5,22,1,2,2,1,2,2,0,1,11,1,1,1,1,1,2,6,1,1,15,,,,141
284,13,5,5,1,9,6,1,1,8,1,2,4,2,11,7,76,6,5,2,13,2,9,1,3,0,2,6,23,1,2,2,1,1,2,2,1,12,1,1,1,0,0,2,5,1,1,12,,,,136
285,13,5,5,5,9,0,1,1,5,0,2,4,2,11,7,70,6,5,6,17,0,0,1,3,1,2,5,12,1,0,2,1,2,2,1,1,10,1,1,1,0,1,2,6,0,1,13,,,,122
286,13,5,5,5,9,6,1,1,6,1,2,4,2,10,5,75,6,5,6,17,2,9,1,3,1,2,0,18,1,2,2,1,2,2,2,1,13,1,1,1,0,1,2,6,1,0,13,,,,136
287,13,5,5,5,9,6,1,1,7,1,2,4,2,11,7,79,6,5,4,15,1,9,1,3,1,2,0,17,1,2,2,1,0,2,0,1,9,1,1,1,1,1,1,6,1,1,14,,,,134
288,13,5,5,1,9,6,1,1,8,1,2,4,1,11,6,74,6,5,3,14,2,8,1,2,1,2,6,22,1,2,2,1,2,2,1,1,12,1,1,1,0,1,2,6,1,1,14,,,,136
289,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,2,13,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,145
290,11,5,5,5,9,6,1,1,4,0,2,4,2,11,7,73,6,5,3,14,2,7,1,1,1,2,0,14,1,0,2,0,0,2,2,0,7,1,0,0,1,0,2,0,0,1,5,,,,113
291,13,5,5,5,9,6,1,1,8,1,1,4,2,11,7,79,6,0,7,13,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,144
292,13,5,5,4,9,5,1,1,8,1,2,4,1,9,7,75,6,0,4,10,2,9,1,2,1,2,0,17,1,2,2,0,0,2,2,0,9,1,1,0,0,0,2,6,0,1,11,,,,122
293,13,5,5,1,9,6,1,1,8,1,2,4,2,11,7,76,6,5,2,13,1,8,1,3,1,2,6,22,1,0,0,1,0,2,2,1,7,1,1,1,1,1,2,6,1,1,15,,,,133
294,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
295,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
296,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,6,12,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,1,1,1,1,1,2,6,1,1,15,,,,111
297,12,5,5,0,9,6,1,1,8,1,2,4,2,11,0,67,6,5,1,12,2,0,1,3,1,2,0,9,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,0,1,1,9,,,,110
298,12,5,0,5,9,6,1,1,8,1,2,4,2,11,2,69,6,5,5,16,2,0,1,2,1,2,0,8,1,2,2,1,0,2,2,1,11,1,1,1,1,1,2,5,1,1,14,,,,118
299,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,0,0,0,3,1,2,0,6,1,2,2,0,0,2,1,1,9,1,1,1,0,0,2,0,1,1,7,,,,120
300,0,5,5,4,9,0,1,1,8,0,2,2,2,11,0,50,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,120
301,13,5,5,4,9,6,1,1,8,1,2,3,2,11,7,78,6,4,5,15,1,0,1,2,1,2,0,7,1,2,2,1,2,2,2,1,13,1,1,1,1,0,2,0,0,1,7,,,,120
302,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,2,13,2,8,1,2,0,2,3,18,1,2,2,1,2,2,2,1,13,1,1,1,1,0,2,6,1,1,14,,,,138
303,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,5,11,2,0,1,2,1,2,0,8,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,0,1,1,9,,,,121
304,13,5,5,5,9,6,1,1,0,1,1,4,2,10,0,63,6,5,5,16,2,0,0,3,0,2,0,7,1,2,2,1,2,2,2,1,13,1,1,1,1,0,2,6,1,0,13,,,,112
305,13,5,5,5,9,6,1,1,5,0,2,3,2,11,7,75,6,5,7,18,2,8,1,2,1,2,0,16,1,2,2,1,2,2,1,1,12,1,1,1,0,1,2,6,0,1,13,,,,134
306,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,4,15,2,9,1,3,1,2,0,18,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,0,1,1,9,,,,133
307,13,5,4,5,9,6,0,0,7,1,2,2,2,11,7,74,6,5,5,16,2,5,1,2,1,2,0,13,1,2,2,0,2,0,0,0,7,0,0,0,1,1,1,4,0,1,8,,,,118
308,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,5,23,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
309,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,8,1,2,1,2,6,22,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,6,1,1,15,,,,147
310,12,4,5,4,8,4,0,0,4,0,2,0,2,0,4,49,6,4,3,13,2,9,0,0,1,2,5,19,1,2,2,0,2,2,0,0,9,0,1,0,0,0,0,5,1,0,7,,,,97
311,13,5,5,5,9,6,1,1,0,0,2,4,2,11,7,71,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,0,2,2,1,0,10,0,1,0,0,1,2,6,0,1,11,,,,134
312,13,5,5,5,9,6,1,1,6,1,2,4,2,11,7,78,6,5,6,17,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,5,1,1,14,,,,146
313,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,7,18,0,0,0,0,0,0,0,0,1,2,2,0,2,2,1,0,10,1,1,1,0,1,1,4,0,1,10,,,,117
314,13,5,0,5,9,6,1,1,8,1,2,4,2,11,7,75,6,5,7,18,0,9,0,3,1,2,6,21,1,2,2,1,2,2,2,1,13,1,1,1,1,1,0,6,0,1,12,,,,139
315,13,5,5,0,9,6,1,1,8,0,2,4,2,11,6,73,6,5,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,1,1,1,2,6,0,0,13,,,,102
316,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
317,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,7,18,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,7,0,1,0,0,1,1,5,0,0,8,,,,112
318,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,1,0,0,0,0,0,0,1,1,2,2,1,2,2,2,1,13,1,1,0,0,1,2,6,1,1,13,,,,125
319,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,6,17,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
320,13,5,0,4,9,4,1,1,2,1,2,4,1,8,6,61,6,5,5,16,2,9,1,2,1,2,0,17,1,0,2,1,2,2,1,1,10,1,1,1,1,1,2,5,0,1,13,,,,117
321,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,1,9,1,3,1,2,5,22,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,148
322,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,1,2,2,1,12,1,1,1,1,1,2,6,1,1,15,,,,149
323,13,5,5,5,9,6,1,1,8,0,2,4,2,11,7,79,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
324,13,5,5,4,9,5,1,1,5,0,2,3,2,0,6,61,6,5,1,12,1,0,0,0,0,0,0,1,0,2,2,1,2,2,2,0,11,0,0,0,1,0,1,5,0,1,8,,,,93
325,13,5,5,5,9,4,1,1,6,1,2,3,1,10,7,73,6,5,6,17,2,9,1,2,1,2,5,22,1,2,2,1,2,2,0,1,11,1,1,0,0,1,2,6,0,1,12,,,,135
326,13,5,5,5,9,6,1,1,8,1,2,4,2,11,5,78,6,5,5,16,2,9,0,3,1,2,5,22,1,2,2,0,1,2,0,1,9,1,1,0,0,0,0,6,1,0,9,,,,134
327,13,5,5,5,9,6,1,1,8,1,2,4,1,11,7,79,6,0,5,11,2,0,1,3,1,2,0,9,1,2,2,1,2,2,2,0,12,1,1,1,0,1,2,0,0,1,7,,,,118
328,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,0,1,3,1,2,6,15,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,139
